Title,Slug,URL
"Charity fundraiser","charity-fundraiser","https://nationalcareers.service.gov.uk/job-profiles/charity-fundraiser"
"Chef","chef","https://nationalcareers.service.gov.uk/job-profiles/chef"
"Chemical engineer","chemical-engineer","https://nationalcareers.service.gov.uk/job-profiles/chemical-engineer"
"Chemical engineering technician","chemical-engineering-technician","https://nationalcareers.service.gov.uk/job-profiles/chemical-engineering-technician"
"Chemical plant process operator","chemical-plant-process-operator","https://nationalcareers.service.gov.uk/job-profiles/chemical-plant-process-operator"
"Chemist","chemist","https://nationalcareers.service.gov.uk/job-profiles/chemist"
"Chief inspector","chief-inspector","https://nationalcareers.service.gov.uk/job-profiles/chief-inspector"
"Child protection officer","child-protection-officer","https://nationalcareers.service.gov.uk/job-profiles/child-protection-officer"
"Childminder","childminder","https://nationalcareers.service.gov.uk/job-profiles/childminder"
"Children's nurse","childrens-nurse","https://nationalcareers.service.gov.uk/job-profiles/childrens-nurse"
"Chiropractor","chiropractor","https://nationalcareers.service.gov.uk/job-profiles/chiropractor"
"Choreographer","choreographer","https://nationalcareers.service.gov.uk/job-profiles/choreographer"
"Cinema or theatre attendant","cinema-or-theatre-attendant","https://nationalcareers.service.gov.uk/job-profiles/cinema-or-theatre-attendant"
"Civil enforcement officer","civil-enforcement-officer","https://nationalcareers.service.gov.uk/job-profiles/civil-enforcement-officer"
"Civil engineer","civil-engineer","https://nationalcareers.service.gov.uk/job-profiles/civil-engineer"
"Civil engineering technician","civil-engineering-technician","https://nationalcareers.service.gov.uk/job-profiles/civil-engineering-technician"
"Civil Service administrative officer","civil-service-administrative-officer","https://nationalcareers.service.gov.uk/job-profiles/civil-service-administrative-officer"
"Civil Service executive officer","civil-service-executive-officer","https://nationalcareers.service.gov.uk/job-profiles/civil-service-executive-officer"
"Civil Service manager","civil-service-manager","https://nationalcareers.service.gov.uk/job-profiles/civil-service-manager"
"Cleaner","cleaner","https://nationalcareers.service.gov.uk/job-profiles/cleaner"
"Climate scientist","climate-scientist","https://nationalcareers.service.gov.uk/job-profiles/climate-scientist"
"Clinical engineer","clinical-engineer","https://nationalcareers.service.gov.uk/job-profiles/clinical-engineer"
"Clinical psychologist","clinical-psychologist","https://nationalcareers.service.gov.uk/job-profiles/clinical-psychologist"
"Clinical scientist","clinical-scientist","https://nationalcareers.service.gov.uk/job-profiles/clinical-scientist"
"CNC machinist","cnc-machinist","https://nationalcareers.service.gov.uk/job-profiles/cnc-machinist"
"Coastguard","coastguard","https://nationalcareers.service.gov.uk/job-profiles/coastguard"
"Cognitive behavioural therapist","cognitive-behavioural-therapist","https://nationalcareers.service.gov.uk/job-profiles/cognitive-behavioural-therapist"
"Commercial energy assessor","commercial-energy-assessor","https://nationalcareers.service.gov.uk/job-profiles/commercial-energy-assessor"
"Communication support worker","communication-support-worker","https://nationalcareers.service.gov.uk/job-profiles/communication-support-worker"
"Community arts worker","community-arts-worker","https://nationalcareers.service.gov.uk/job-profiles/community-arts-worker"
"Community development worker","community-development-worker","https://nationalcareers.service.gov.uk/job-profiles/community-development-worker"
"Community education co-ordinator","community-education-coordinator","https://nationalcareers.service.gov.uk/job-profiles/community-education-coordinator"
"Community matron","community-matron","https://nationalcareers.service.gov.uk/job-profiles/community-matron"
"Community transport driver","community-transport-driver","https://nationalcareers.service.gov.uk/job-profiles/community-transport-driver"
"Company secretary","company-secretary","https://nationalcareers.service.gov.uk/job-profiles/company-secretary"
"Computer games developer","computer-games-developer","https://nationalcareers.service.gov.uk/job-profiles/computer-games-developer"
"Computer games tester","computer-games-tester","https://nationalcareers.service.gov.uk/job-profiles/computer-games-tester"
"Conservator","conservator","https://nationalcareers.service.gov.uk/job-profiles/conservator"
"Construction contracts manager","construction-contracts-manager","https://nationalcareers.service.gov.uk/job-profiles/construction-contracts-manager"
"Construction labourer","construction-labourer","https://nationalcareers.service.gov.uk/job-profiles/construction-labourer"
"Construction manager","construction-manager","https://nationalcareers.service.gov.uk/job-profiles/construction-manager"
"Construction plant mechanic","construction-plant-mechanic","https://nationalcareers.service.gov.uk/job-profiles/construction-plant-mechanic"
"Construction plant operator","construction-plant-operator","https://nationalcareers.service.gov.uk/job-profiles/construction-plant-operator"
"Construction site supervisor","construction-site-supervisor","https://nationalcareers.service.gov.uk/job-profiles/construction-site-supervisor"
"Consumer scientist","consumer-scientist","https://nationalcareers.service.gov.uk/job-profiles/consumer-scientist"
"Copy editor","copy-editor","https://nationalcareers.service.gov.uk/job-profiles/copy-editor"
"Coroner","coroner","https://nationalcareers.service.gov.uk/job-profiles/coroner"
"Corporate responsibility and sustainability practitioner","corporate-responsibility-and-sustainability-practitioner","https://nationalcareers.service.gov.uk/job-profiles/corporate-responsibility-and-sustainability-practitioner"
"Costume designer","costume-designer","https://nationalcareers.service.gov.uk/job-profiles/costume-designer"
"Counsellor","counsellor","https://nationalcareers.service.gov.uk/job-profiles/counsellor"
"Counter service assistant","counter-service-assistant","https://nationalcareers.service.gov.uk/job-profiles/counter-service-assistant"
"Countryside officer","countryside-officer","https://nationalcareers.service.gov.uk/job-profiles/countryside-officer"
"Countryside ranger","countryside-ranger","https://nationalcareers.service.gov.uk/job-profiles/countryside-ranger"
"Court administrative assistant","court-administrative-assistant","https://nationalcareers.service.gov.uk/job-profiles/court-administrative-assistant"
"Court legal adviser","court-legal-adviser","https://nationalcareers.service.gov.uk/job-profiles/court-legal-adviser"
"Court usher","court-usher","https://nationalcareers.service.gov.uk/job-profiles/court-usher"
"Crane driver","crane-driver","https://nationalcareers.service.gov.uk/job-profiles/crane-driver"
"Credit controller","credit-controller","https://nationalcareers.service.gov.uk/job-profiles/credit-controller"
"Crematorium technician","crematorium-technician","https://nationalcareers.service.gov.uk/job-profiles/crematorium-technician"
"Criminologist","criminologist","https://nationalcareers.service.gov.uk/job-profiles/criminologist"
"Critical care technologist","critical-care-technologist","https://nationalcareers.service.gov.uk/job-profiles/critical-care-technologist"
"Crown prosecutor","crown-prosecutor","https://nationalcareers.service.gov.uk/job-profiles/crown-prosecutor"
"Cruise ship steward","cruise-ship-steward","https://nationalcareers.service.gov.uk/job-profiles/cruise-ship-steward"
"Customer service assistant","customer-service-assistant","https://nationalcareers.service.gov.uk/job-profiles/customer-service-assistant"
"Customer services manager","customer-services-manager","https://nationalcareers.service.gov.uk/job-profiles/customer-services-manager"
"Cyber intelligence officer","cyber-intelligence-officer","https://nationalcareers.service.gov.uk/job-profiles/cyber-intelligence-officer"
"Cycle mechanic","cycle-mechanic","https://nationalcareers.service.gov.uk/job-profiles/cycle-mechanic"
"Cycling coach","cycling-coach","https://nationalcareers.service.gov.uk/job-profiles/cycling-coach"
"Dance movement psychotherapist","dance-movement-psychotherapist","https://nationalcareers.service.gov.uk/job-profiles/dance-movement-psychotherapist"
"Dance teacher","dance-teacher","https://nationalcareers.service.gov.uk/job-profiles/dance-teacher"
"Dancer","dancer","https://nationalcareers.service.gov.uk/job-profiles/dancer"
"Data analyst-statistician","data-analyst-statistician","https://nationalcareers.service.gov.uk/job-profiles/data-analyst-statistician"
"Data scientist","data-scientist","https://nationalcareers.service.gov.uk/job-profiles/data-scientist"
"Database administrator","database-administrator","https://nationalcareers.service.gov.uk/job-profiles/database-administrator"
"Delivery van driver","delivery-van-driver","https://nationalcareers.service.gov.uk/job-profiles/delivery-van-driver"
"Demolition operative","demolition-operative","https://nationalcareers.service.gov.uk/job-profiles/demolition-operative"
"Dental hygienist","dental-hygienist","https://nationalcareers.service.gov.uk/job-profiles/dental-hygienist"
"Dental nurse","dental-nurse","https://nationalcareers.service.gov.uk/job-profiles/dental-nurse"
"Dental technician","dental-technician","https://nationalcareers.service.gov.uk/job-profiles/dental-technician"
"Dental therapist","dental-therapist","https://nationalcareers.service.gov.uk/job-profiles/dental-therapist"
"Dentist","dentist","https://nationalcareers.service.gov.uk/job-profiles/dentist"
"Design and development engineer","design-and-development-engineer","https://nationalcareers.service.gov.uk/job-profiles/design-and-development-engineer"
"Dietitian","dietitian","https://nationalcareers.service.gov.uk/job-profiles/dietitian"
"Digital delivery manager","digital-delivery-manager","https://nationalcareers.service.gov.uk/job-profiles/digital-delivery-manager"
"Digital product owner","digital-product-owner","https://nationalcareers.service.gov.uk/job-profiles/digital-product-owner"
"Diplomatic Service officer","diplomatic-service-officer","https://nationalcareers.service.gov.uk/job-profiles/diplomatic-service-officer"
"Director of photography","director-of-photography","https://nationalcareers.service.gov.uk/job-profiles/director-of-photography"
"Dispensing optician","dispensing-optician","https://nationalcareers.service.gov.uk/job-profiles/dispensing-optician"
"District nurse","district-nurse","https://nationalcareers.service.gov.uk/job-profiles/district-nurse"
"Diver","diver","https://nationalcareers.service.gov.uk/job-profiles/diver"
"DJ","dj","https://nationalcareers.service.gov.uk/job-profiles/dj"
"Dog groomer","dog-groomer","https://nationalcareers.service.gov.uk/job-profiles/dog-groomer"
"Dog handler","dog-handler","https://nationalcareers.service.gov.uk/job-profiles/dog-handler"
"Domestic appliance service engineer","domestic-appliance-service-engineer","https://nationalcareers.service.gov.uk/job-profiles/domestic-appliance-service-engineer"
"Domestic energy assessor","domestic-energy-assessor","https://nationalcareers.service.gov.uk/job-profiles/domestic-energy-assessor"
"Door supervisor","door-supervisor","https://nationalcareers.service.gov.uk/job-profiles/door-supervisor"
"Dramatherapist","dramatherapist","https://nationalcareers.service.gov.uk/job-profiles/dramatherapist"
"Dressmaker","dress-maker","https://nationalcareers.service.gov.uk/job-profiles/dress-maker"
"Driving instructor","driving-instructor","https://nationalcareers.service.gov.uk/job-profiles/driving-instructor"
"Drone pilot","drone-pilot","https://nationalcareers.service.gov.uk/job-profiles/drone-pilot"
"Dryliner","dry-liner","https://nationalcareers.service.gov.uk/job-profiles/dry-liner"
"E-commerce manager","e-commerce-manager","https://nationalcareers.service.gov.uk/job-profiles/e-commerce-manager"
"E-learning developer","e-learning-developer","https://nationalcareers.service.gov.uk/job-profiles/e-learning-developer"
"Early years teacher","early-years-teacher","https://nationalcareers.service.gov.uk/job-profiles/early-years-teacher"
"Ecologist","ecologist","https://nationalcareers.service.gov.uk/job-profiles/ecologist"
"Economist","economist","https://nationalcareers.service.gov.uk/job-profiles/economist"
"Editorial assistant","editorial-assistant","https://nationalcareers.service.gov.uk/job-profiles/editorial-assistant"
"Education technician","education-technician","https://nationalcareers.service.gov.uk/job-profiles/education-technician"
"Education welfare officer","education-welfare-officer","https://nationalcareers.service.gov.uk/job-profiles/education-welfare-officer"
"Electrical engineer","electrical-engineer","https://nationalcareers.service.gov.uk/job-profiles/electrical-engineer"
"Electrical engineering technician","electrical-engineering-technician","https://nationalcareers.service.gov.uk/job-profiles/electrical-engineering-technician"
"Electrician","electrician","https://nationalcareers.service.gov.uk/job-profiles/electrician"
"Electricity distribution worker","electricity-distribution-worker","https://nationalcareers.service.gov.uk/job-profiles/electricity-distribution-worker"
"Electricity generation worker","electricity-generation-worker","https://nationalcareers.service.gov.uk/job-profiles/electricity-generation-worker"
"Electronics engineer","electronics-engineer","https://nationalcareers.service.gov.uk/job-profiles/electronics-engineer"
"Electronics engineering technician","electronics-engineering-technician","https://nationalcareers.service.gov.uk/job-profiles/electronics-engineering-technician"
"Embalmer","embalmer","https://nationalcareers.service.gov.uk/job-profiles/embalmer"
"Emergency care assistant","emergency-care-assistant","https://nationalcareers.service.gov.uk/job-profiles/emergency-care-assistant"
"Emergency medical dispatcher","emergency-medical-dispatcher","https://nationalcareers.service.gov.uk/job-profiles/emergency-medical-dispatcher"
"Engineering construction craftworker","engineering-construction-craftworker","https://nationalcareers.service.gov.uk/job-profiles/engineering-construction-craftworker"
"Engineering construction technician","engineering-construction-technician","https://nationalcareers.service.gov.uk/job-profiles/engineering-construction-technician"
"Engineering craft machinist","engineering-craft-machinist","https://nationalcareers.service.gov.uk/job-profiles/engineering-craft-machinist"
"Engineering maintenance technician","engineering-maintenance-technician","https://nationalcareers.service.gov.uk/job-profiles/engineering-maintenance-technician"
"Engineering operative","engineering-operative","https://nationalcareers.service.gov.uk/job-profiles/engineering-operative"
"English as a foreign language (EFL) teacher","efl-teacher","https://nationalcareers.service.gov.uk/job-profiles/efl-teacher"
"Environmental consultant","environmental-consultant","https://nationalcareers.service.gov.uk/job-profiles/environmental-consultant"
"Environmental health practitioner","environmental-health-officer","https://nationalcareers.service.gov.uk/job-profiles/environmental-health-officer"
"Equalities officer","equalities-officer","https://nationalcareers.service.gov.uk/job-profiles/equalities-officer"
"Ergonomist","ergonomist","https://nationalcareers.service.gov.uk/job-profiles/ergonomist"
"Esports gamer","esports-gamer","https://nationalcareers.service.gov.uk/job-profiles/esports-gamer"
"Estate agent","estate-agent","https://nationalcareers.service.gov.uk/job-profiles/estate-agent"
"Estates officer","estates-officer","https://nationalcareers.service.gov.uk/job-profiles/estates-officer"
"Estimator","estimator","https://nationalcareers.service.gov.uk/job-profiles/estimator"
"Events manager","events-manager","https://nationalcareers.service.gov.uk/job-profiles/events-manager"
"Executive assistant","personal-assistant","https://nationalcareers.service.gov.uk/job-profiles/personal-assistant"
"Exhibition designer","exhibition-designer","https://nationalcareers.service.gov.uk/job-profiles/exhibition-designer"
"Facilities manager","facilities-manager","https://nationalcareers.service.gov.uk/job-profiles/facilities-manager"
"Family mediator","family-mediator","https://nationalcareers.service.gov.uk/job-profiles/family-mediator"
"Family support worker","family-support-worker","https://nationalcareers.service.gov.uk/job-profiles/family-support-worker"
"Farm secretary","farm-secretary","https://nationalcareers.service.gov.uk/job-profiles/farm-secretary"
"Farm worker","farm-worker","https://nationalcareers.service.gov.uk/job-profiles/farm-worker"
"Farmer","farmer","https://nationalcareers.service.gov.uk/job-profiles/farmer"
"Farrier","farrier","https://nationalcareers.service.gov.uk/job-profiles/farrier"
"Fashion design assistant","fashion-design-assistant","https://nationalcareers.service.gov.uk/job-profiles/fashion-design-assistant"
"Fashion designer","fashion-designer","https://nationalcareers.service.gov.uk/job-profiles/fashion-designer"
"Fashion model","fashion-model","https://nationalcareers.service.gov.uk/job-profiles/fashion-model"
"Fast fit technician","motor-vehicle-fitter","https://nationalcareers.service.gov.uk/job-profiles/motor-vehicle-fitter"
"Fence installer","fence-installer","https://nationalcareers.service.gov.uk/job-profiles/fence-installer"
"Film critic","film-critic","https://nationalcareers.service.gov.uk/job-profiles/film-critic"
"Finance officer","finance-officer","https://nationalcareers.service.gov.uk/job-profiles/finance-officer"
"Financial adviser","financial-adviser","https://nationalcareers.service.gov.uk/job-profiles/financial-adviser"
"Financial services customer adviser","financial-services-customer-adviser","https://nationalcareers.service.gov.uk/job-profiles/financial-services-customer-adviser"
"Fine artist","fine-artist","https://nationalcareers.service.gov.uk/job-profiles/fine-artist"
"Fingerprint officer","fingerprint-officer","https://nationalcareers.service.gov.uk/job-profiles/fingerprint-officer"
"Fire safety engineer","fire-safety-engineer","https://nationalcareers.service.gov.uk/job-profiles/fire-safety-engineer"
"Firefighter","firefighter","https://nationalcareers.service.gov.uk/job-profiles/firefighter"
"Fish farmer","fish-farmer","https://nationalcareers.service.gov.uk/job-profiles/fish-farmer"
"Fishing boat deckhand","fishing-boat-deckhand","https://nationalcareers.service.gov.uk/job-profiles/fishing-boat-deckhand"
"Fitness instructor","fitness-instructor","https://nationalcareers.service.gov.uk/job-profiles/fitness-instructor"
"Florist","florist","https://nationalcareers.service.gov.uk/job-profiles/florist"
"Food factory worker","food-factory-worker","https://nationalcareers.service.gov.uk/job-profiles/food-factory-worker"
"Food manufacturing inspector","food-manufacturing-inspector","https://nationalcareers.service.gov.uk/job-profiles/food-manufacturing-inspector"
"Food packaging operative","food-packaging-operative","https://nationalcareers.service.gov.uk/job-profiles/food-packaging-operative"
"Food scientist","food-scientist","https://nationalcareers.service.gov.uk/job-profiles/food-scientist"
"Football coach","football-coach","https://nationalcareers.service.gov.uk/job-profiles/football-coach"
"Football referee","football-referee","https://nationalcareers.service.gov.uk/job-profiles/football-referee"
"Footwear designer","footwear-designer","https://nationalcareers.service.gov.uk/job-profiles/footwear-designer"
"Footwear manufacturing operative","footwear-manufacturing-operative","https://nationalcareers.service.gov.uk/job-profiles/footwear-manufacturing-operative"
